Title,Description,Category,Ingredients,Time_prep,Time_cook,Preparation,Image URL
Pâtes façon carbonara allégées,"Vous faites attention à votre ligne mais vous êtes gourmand ? Craquez pour ces pâtes façon carbonara allégées, elles ne vous feront pas prendre un gramme sur la balance ! Sans matières grasses, cette recette de pâtes vous accompagnera parfaitement au déjeuner pendant votre régime minceur. Facile et rapide à réaliser, ce plat vous donnera de nouveau le goût de manger, de manière saine et diététique.Voir plusVoir moins",Variantes,"{'Spaghettis': '500 g', 'allumette(s) de jambon': '200 g', 'Gros Oignon(s) rouge(s)': '1', ""Jaune(s) d'œuf(s)"": '1', 'Parmesan': '200 g', 'Lait écrémé': '10 cl', 'Muscade en poudre': '1 pincée(s)', 'Sel, poivre': ''}",Total :25 min,Total :25 min,"Étape 1Dans une casserole, portez à ébullition un grand volume d'eau avec 1 c. à café de gros sel sur feu vif. Dès l’ébullition, baissez le feu à feu moyen et plongez les spaghettis dans l’eau bouillante. Défaites-les délicatement à l’aide d’une fourchette, puis laissez-les cuire en suivant le temps indiqué sur le paquet afin qu’elles soient al dente.
Étape 2Pendant ce temps, pelez et émincez finement l’oignon. Faites chauffer une grande poêle anti-adhésive sur feu moyen. Faites-y revenir l’oignon émincé et les allumettes de jambon pendant 5 min environ. Salez légèrement et poivrez selon vos goûts. Retirez la poêle du feu et réservez.
Étape 3Quand les pâtes sont cuites, égouttez-les dans une passoire et replacez-les dans la casserole. Dans un bol, fouettez le jaune d’œuf avec le parmesan puis l'intégrer dans les pâtes encore chaudes. Mélangez le tout jusqu'à bonne consistance. Ajoutez alors l'oignon émincé et les allumettes de jambon cuits puis servez.","{'sources': [], 'image_principale': {'url': 'https://img.cuisineaz.com/660x495/2014/01/14/i67265-pates-facon-carbonara-allegees.jpg', 'alt': 'Pâtes façon carbonara allégées'}, 'fichiers_telecharges': ['images_tartiflette\\i67265-pates-facon-carbonara-allegees.jpg']}"
Lasagnes bolognaise légères,"Une folle envie de pâtes mais quelles sortes ? Et si vous réalisiez une recette de lasagnes bolognaise légères ? Facile à réaliser, vous allez faire des heureux avec vos lasagnes allégées et gourmandes. Idéales pour un repas diététique, tout le monde y trouve son compte !Voir plusVoir moins",Variantes,"{'Lasagne(s)': '8 plaque(s)', 'Lait écrémé': '0,5 l', 'Bœuf haché 5% de matière grasse': '300 g', 'Carotte(s)': '2', 'Courgette(s)': '1', 'Ail': '1 gouttes', 'Pulpe de tomate': '2 boîte(s)', 'Champignon(s) de paris': '1 boîte(s)', 'Parmesan râpé': '30 g', 'Maïzena': '1 c. à soupe', 'Fond de volaille': '1 c. à soupe', ""Huile d'olive"": '1 c. à soupe', 'Noix de muscade': '1', 'Sel, poivre': ''}",Total :1 h 10 min,Total :1 h 10 min,"Étape 1Préchauffez le four th.7 (200°C). Lavez les légumes. Coupez en rondelles la courgette et râpez les carottes. Hachez l'ail. Puis, émincez les champignons. Dans une sauteuse, faites revenir la viande avec l'huile d'olive et les champignons finement émincés. Réservez. Dans cette même sauteuse, versez le contenu des boîtes de pulpe de tomates, les carottes râpées, les courgettes taillées en rondelles, la gousse d'ail écrasée. Salez, poivrez et ajoutez la noix de muscade râpée. Laisser mijoter 15 min puis ajoutez la préparation à la viande et aux champignons. Vous avez une sauce tomate et viande.
Étape 2Préparez la béchamel allégée en diluant dans une casserole le fond de volaille et la maïzena dans un peu de lait. Ajoutez le reste du lait et faites chauffer à feu moyen sans cesser de mélanger. Quand le mélange épaissit, ôtez du feu. Faites cuire dans de l'eau bouillante les plaques de lasagne 8 min et réservez.
Étape 3Dans un plat à gratin, versez un peu de sauce tomate et viande hachée avec une louche, puis disposez une couche de lasagnes et une couche de béchamel. Renouvelez 3 fois l'opération. Saupoudrez de parmesan râpé et enfournez 20 à 25 min à 180° (th.6) en surveillant la cuisson.","{'sources': [], 'image_principale': {'url': 'https://img.cuisineaz.com/660x495/2016/11/15/i113517-lasagnes-bolognaise-legeres.jpg', 'alt': 'Lasagnes bolognaise légères'}, 'fichiers_telecharges': ['images_tartiflette\\i113517-lasagnes-bolognaise-legeres.jpg']}"
Omelette légère aux épinards facile,"Une omelette légère aux épinards pour un repas léger et diététique vous tente? Alors réalisez cette recette facile d'omelette composée d'oeuf, d'épinards, de fromage râpé et d'ail. Ce repas faible en glucide sera ainsi parfait dans le cadre d'un régime par exemple ou d'un diner léger.Voir plusVoir moins",Variantes,"{'Œuf(s)': '6', 'Épinards (surgelé)': '350 g', 'Fromage râpé': '30 g', 'Ail': '2 gousse(s)', 'Huile': '1 c. à soupe', 'Sel poivre': ''}",Total :40 min,Total :40 min,"Étape 1Hachez les gousses d'ail et faites cuire le tout dans une poêle avec l'huile. Ajoutez les épinards et laissez mijoter 10 à 12 min à feu doux, selon le temps indiqué sur le sachet de congélation.
Étape 2Pendant ce temps, cassez les oeuf et battez à l'aide d'un fouet les œufs dans un récipient avec le fromage râpé puis salez et poivrez.
Étape 3Versez cette préparation directement sur les épinards, mélangez la préparation jusqu’à ce que les œufs soient cuits à votre goût. Enfin servez aussitôt votre omelette aux épinards et fromage.","{'sources': [], 'image_principale': {'url': 'https://img.cuisineaz.com/660x495/2013/12/20/i36688-omelette-aux-epinards.jpeg', 'alt': 'Omelette légère aux épinards facile'}, 'fichiers_telecharges': ['images_tartiflette\\i36688-omelette-aux-epinards.jpeg']}"
Fondue de poireaux allégée,"On se lance avec cette nouvelle recette de fondue de poireaux light. En période de régime, le poireau gagne en succès grâce à son rôle dans la perte de poids et de coupe-faim naturel. On prend plaisir à savourer cette fondue de poireaux diététique et amincissante qui nous fait du bien. Fini la peur des calories, une petite touche de douceur dans cette recette aujourd'hui.Voir plusVoir moins",N/A,"{'Poireau(x)': '4', 'Crème fraîche': '1 c. à soupe', 'Gruyère râpé': '1 poignée(s)', 'Noix de muscade': '', 'Sel, poivre': '', 'Margarine': 'noix'}",Total :30 min,Total :30 min,"Étape 1Lavez et coupez les poireaux en rondelles. Faites-les blanchir dans un grand volume d'eau salée porté à ébullition. Puis, laissez cuire 15 min jusqu'à ce que les poireaux soient tendres. Les rafraîchir dans de l'eau glacée pour qu'ils gardent de leur couleur. Puis égouttez-les.
Étape 2Dans une casserole, faites revenir les poireaux avec une noix de margarine. Ajoutez la crème fraîche et le gruyère. Salez, poivrez et ajoutez la noix de muscade râpée. Mélangez le tout.
Étape 3Servez avec du jambon ou un filet de dinde.","{'sources': [], 'image_principale': {'url': 'https://img.cuisineaz.com/660x495/2017/03/23/i123608-fondue-de-poireaux-allegee.jpeg', 'alt': 'Fondue de poireaux allégée'}, 'fichiers_telecharges': ['images_tartiflette\\i123608-fondue-de-poireaux-allegee.jpeg']}"
"Salade de riz minceur au tofu, tomates et olives","Et si on préparait notre été tout en continuant le régime ? Avec la salade de riz minceur, plus besoin d'avoir peur de grossir. Cette recette de salade à base de riz long et de tofu est parfaite pour un déjeuner tout en légèreté. Le tofu peu calorique et riche en fer ne nous fera pas prendre de kilos. Marié avec le riz, il nous apporte les valeurs nutritives nécessaires à notre corps. Il est donc essentiel de manger des salades de riz de temps en temps. Alors prêts pour 10 min chrono de préparation ?Voir plusVoir moins",Variantes,"{'Riz long': '150 g', 'Tofu': '150 g', 'Tomate(s)': '3', 'Olives vertes': '30 g', 'Basilic': 'Quelques feuilles', ""Huile d'olive"": '3 c. à soupe', 'Vinaigre balsamique': '1 c. à soupe', 'Sel, poivre': ''}",Total :30 min,Total :30 min,"Étape 1Lavez le riz à l'eau froide pour enlever l'amidon. Dans une casserole, versez 3 volumes d'eau pour 1 volume de riz. Faites-le cuire comme indiqué sur le paquet. Égouttez-le et laissez refroidir.
Étape 2Lavez et coupez les tomates en quartiers. Coupez le tofu en petits dès. Dans un saladier, mélangez tous les ingrédients de la salade.
Étape 3Préparez une vinaigrette avec l'huile, le vinaigre, le sel et le poivre. Versez-la sur la salade et mélangez bien. Gardez au frais. Lavez et ciselez le basilic. Au moment de servir, décorez avec les olives vertes et le basilic ciselé.","{'sources': [], 'image_principale': {'url': 'https://img.cuisineaz.com/660x495/2013/12/20/i30340-salade-de-riz-minceur-au-tofu-tomates-et-olives.jpeg', 'alt': 'Salade de riz minceur au tofu, tomates et olives'}, 'fichiers_telecharges': ['images_tartiflette\\i30340-salade-de-riz-minceur-au-tofu-tomates-et-olives.jpeg']}"
Mousse de poire Nashi et amande à l’agar-agar,N/A,Variantes,"{'Amande(s)': '40 g', 'Poire(s)': '4', ""Purée d'amande"": '2 c. à soupe', 'Sucre': '2 c. à soupe', 'Agar-agar': '2 g', 'Crème liquide': '15 cl'}",Total :20 min,Total :20 min,"Étape 1Dans une poêle, faites griller les amandes. Réservez.
Étape 2Dans un saladier, mixez les poires épluchées et coupées en cubes avec la purée d’amande, jusqu’à l’obtention d’une purée.
Étape 3Dans une casserole, portez à ébullition la crème liquide, le sucre et l’agar-agar. Laissez bouillir pendant 1 minute.
Étape 4Versez sur les poires et mixez jusqu’à l’obtention d’une consistance mousseuse.
Étape 5Répartissez dans des ramequins et réservez au frais pendant 1 heure minimum. Servez parsemé d’amandes concassées.","{'sources': [], 'image_principale': {'url': 'https://img.cuisineaz.com/660x495/2017/10/31/i133693-mousse-de-poire-nashi-et-amande-a-l-agar-agar.jpeg', 'alt': 'Mousse de poire Nashi et amande à l’agar-agar '}, 'fichiers_telecharges': ['images_tartiflette\\i133693-mousse-de-poire-nashi-et-amande-a-l-agar-agar.jpeg']}"
Compote de mangue et fromage blanc en verrine,N/A,Variantes,"{'Mangue(s)': '500 g', 'Fromage blanc': '500 g', 'Sucre vanillé': '2 sachet(s)', 'Sucre': '30 g'}",Total :15 min,Total :15 min,"Étape 1Pelez la mangue, retirez le noyau et coupez la chair en morceaux. Placez-la dans une casserole, recouvrez d'eau et faites cuire durant 30 min.
Étape 2Ajoutez le sucre hors du feu et faites réduire la compote à feu moyen, en remuant régulièrement, durant 10 min.
Étape 3Dans un saladier, mélangez le fromage blanc et le sucre vanillé.
Étape 4Répartissez la préparation fromage blanc ans des verrines et versez de la compote de mangue par-dessus. Servez frais.","{'sources': [], 'image_principale': {'url': 'https://img.cuisineaz.com/660x495/2014/01/13/i75651-compote-de-mangue-et-fromage-blanc-en-verrine.jpg', 'alt': 'Compote de mangue et fromage blanc en verrine'}, 'fichiers_telecharges': ['images_tartiflette\\i75651-compote-de-mangue-et-fromage-blanc-en-verrine.jpg']}"
Poire au yaourt à la menthe,N/A,N/A,"{'Poire(s)': '2', 'Yaourt(s) (nature)': '250 g', 'Sucre': '2 c. à café', 'Menthe fraîche': '1 poignée(s)', 'Beurre': ''}",Total :10 min,Total :10 min,"Étape 1Pelez et coupez en deux les poires, retirez le coeur de chaque moitié. Lavez et épongez les feuilles de menthe. Ciselez-les finement, sauf quelques feuilles pour la décoration.
Étape 2Faites fondre une noix de beurre dans une poêle. Faites-y revenir les demi-poires jusqu'à coloration puis retirez de la poêle et laissez refroidir.
Étape 3Mélangez le yaourt, le sucre et les feuilles de menthe ciselées. Répartissez ce mélange dans le creux des poires. Placez au frais jusqu'à la dégustation et décorez avec les feuilles de menthe réservées.","{'sources': [], 'image_principale': {'url': 'https://img.cuisineaz.com/660x495/2015/11/02/i93044-poire-au-yaourt-a-la-menthe.jpg', 'alt': 'Poire au yaourt à la menthe'}, 'fichiers_telecharges': ['images_tartiflette\\i93044-poire-au-yaourt-a-la-menthe.jpg']}"
Carpaccio d'orange,Postée par Isabelle de VersaillesVoir plusVoir moins,Variantes,"{'Orange(s)': '4', ""Fleur d'oranger"": '1 c. à soupe', 'Vinaigre balsamique': '1 c. à soupe', 'Menthe': 'feuilles', 'Bâton de cannelle': '1', 'Sucre glace': ''}",Total :15 min,Total :15 min,"Étape 1Pelez les oranges et enlevez la pellicule recouvrant la pulpe. Coupez-les en tranches.
Étape 2Mettez les tranches dans un récipient avec la fleur d'oranger et le vinaigre balsamique, filmez et mettez au réfrigérateur pour la nuit.
Étape 3Dressez les tranches sur une assiette et décorez avec quelques feuilles de menthe.","{'sources': [], 'image_principale': {'url': 'https://img.cuisineaz.com/660x495/2013/12/20/i24550-carpaccio-d-oranges.jpg', 'alt': ""Carpaccio d'oranges""}, 'fichiers_telecharges': ['images_tartiflette\\i24550-carpaccio-d-oranges.jpg']}"
Panna cotta light au coulis de fruits rouges,"Une panna cotta light pour un dessert très léger sans sucre. C'est ce que nous vous proposons avec cette recette qui ressemble à s'y méprendre à un flan. Composée de fruits rouges, de crème liquide et de vanille, c'est une recette facile à réaliser que vous pourrez également accompagner d'un coulis de framboise ou de fruits au choix.Voir plusVoir moins",Variantes,"{'Fruit(s) rouge(s) surgelé(s)': '250 g', 'Crème liquide légère': '50 cl', 'Édulcorant en poudre': '35 g', 'Vanille liquide': '1 c. à café', 'Gélatine': '3 feuilles'}",Total :15 min,Total :15 min,"Étape 1Nettoyez et épongez les fruits rouges. Mixez-les avec un peu d'eau dans un blender jusqu'à obtenir un coulis. Réservez-le de côté.
Étape 2Faites ramollir les feuilles de gélatine dans un bol d'eau froide. Faites chauffer et portez à ébullition la crème liquide, l'édulcorant et l'arôme de vanille dans une casserole à feu doux. Retirez du feu, ajoutez la gélatine ramollie en mélangeant bien. Versez la crème dans des moules en silicone. Réfrigérez pendant 3 heures.
Étape 3Au moment de servir, démoulez les panna cotta dans les assiettes et nappez-les avec le coulis des fruits rouges. Décorez avec des fruits rouges entiers et des feuilles de menthe fraîche. Dégustez aussitôt vos panna cotta légère.","{'sources': [], 'image_principale': {'url': 'https://img.cuisineaz.com/660x495/2015/11/02/i79714-recette-panna-cotta-light-au-coulis-de-fruits-rouges.jpg', 'alt': 'recette-Panna cotta light au coulis de fruits rouges'}, 'fichiers_telecharges': ['images_tartiflette\\i79714-recette-panna-cotta-light-au-coulis-de-fruits-rouges.jpg']}"
Crème à la noix de coco au Thermomix,"Amateurs de noix de coco, voici une recette facile qui va vous enchanter ! La crème à la noix de coco au Thermomix est en effet un dessert gourmand, qui sera apprécie en fin de repas !Voir plusVoir moins",Variantes,"{'Lait de coco': '250 g', 'Lait écrémé': '250 g', 'Œuf(s)': '1', 'Noix de coco râpée(s)': '20 g', 'Maïzena': '15 g', 'Sucre en poudre': '60 g', 'Sucre vanillé': '1 sachet(s)'}",Total :10 min,Total :10 min,"Étape 1Versez le lait de coco, le lait écrémé, 1 oeuf, la noix de coco râpée (facultatif), la Maïzena, le sucre en poudre et le sucre vanillé dans le bol du Thermomix. Programmez 9 min 30 sec/90°C/vitesse 3 puis mélangez 30 sec/vitesse 5.
Étape 2Transvasez le contenu du bol dans des verrines ou dans des petits pots.
Étape 3Laissez refroidir et saupoudrez si vous le souhaitez d'un peu de noix de coco râpée.
Étape 4Réservez au frigo pendant au moins 4 h.","{'sources': [], 'image_principale': {'url': 'https://img.cuisineaz.com/660x495/2018/12/17/i145306-creme-a-la-noix-de-coco-thermomix.jpeg', 'alt': 'Crème à la noix de coco Thermomix'}, 'fichiers_telecharges': ['images_tartiflette\\i145306-creme-a-la-noix-de-coco-thermomix.jpeg']}"
Gâteau léger aux poires,"Voici un délicieux gâteau léger aux poires qui sera le bienvenu à l’heure du goûter et du dessert. Simple et rapide à réaliser, ce savoureux gâteau est particulièrement moelleux et fondant. Il ne contient pas de beurre, ce qui vous permettra de vous faire plaisir sans culpabiliser. L’idéal est d’utiliser des poires fraîches pour un gâteau particulièrement fruité. Mais si ce n’est pas la saison, des poires au sirop feront également l’affaire.Voir plusVoir moins",Variantes,"{'Yaourt(s) nature 0%': '200 g', 'Farine': '40 g', 'Œuf(s)': '3', 'Sucre en poudre': '40 g', 'Poire(s)': '3', 'Levure chimique': '1 Sachet', 'Sucre vanillé': '1 Sachet', 'Sel': '1 pincée(s)'}",Total :45 min,Total :45 min,"Étape 1Pelez, épépinez et coupez les poires en dés. Disposez-les dans un moule à gâteau en silicone. Réservez.
Étape 2Séparez les blancs des jaunes d’œufs. Disposez les jaunes dans un saladier, ajoutez le sucre en poudre et le sucre vanillé. Fouettez jusqu’à ce que le mélange blanchisse. Ajoutez le yaourt nature, la farine et la levure chimique. Mélangez bien jusqu’à obtention d’une pâte homogène.
Étape 3Montez les blancs d’œufs en neige ferme et incorporez-les délicatement à la préparation à l’aide d’une maryse. Versez la pâte dans le moule à gâteau de façon à recouvrir les poires.
Étape 4Enfournez le gâteau aux poires pendant 30 minutes environ (four préchauffé à 180°C). Vérifiez la cuisson à l’aide d’une lame de couteau : elle doit ressortir propre et sèche. Faites refroidir le gâteau avant de le démouler. Dégustez froid.","{'sources': [], 'image_principale': {'url': 'https://img.cuisineaz.com/660x495/2018/02/08/i135527-gateau-leger-aux-poires.jpeg', 'alt': 'Gâteau léger aux poires'}, 'fichiers_telecharges': ['images_tartiflette\\i135527-gateau-leger-aux-poires.jpeg']}"
Pamplemousse grillé,N/A,N/A,"{'Pamplemousse rose': '4', ""Miel d'acacia"": '4 c. à café', 'Beurre salé': '80 g'}",Total :20 min,Total :20 min,"Étape 1Préchauffez le four, th.6 (180°C).
Étape 2Coupez en 2 les pamplemousses. Badigeonnez-les d’une fine couche de miel et couvrez-les de lamelles de beurre salé.
Étape 3Posez-les dans un plat, enfournez-les à mi-hauteur, et faites-les griller. Dégustez chaud.","{'sources': [], 'image_principale': {'url': 'https://img.cuisineaz.com/660x495/2013/12/20/i20875-pamplemousse-grille.jpeg', 'alt': 'Pamplemousse grillé'}, 'fichiers_telecharges': ['images_tartiflette\\i20875-pamplemousse-grille.jpeg']}"
Carpaccio d'ananas au gingembre,"Le carpaccio d'ananas au gingembre est une recette qui réveille les papilles. Idéal pour pour les fins de repas, les goûters ou encas sucrés. Petits et grands gourmands adoreront.Voir plusVoir moins",Variantes,"{'Ananas': '1', 'Gingembre frais': '10 g', 'Citron(s)': '1'}",Total :15 min,Total :15 min,"Étape 1Lavez, épluchez et coupez l'ananas. Ôtez le cœur avec un emporte pièce et tranchez en fines rondelles. Prélevez le jus du citron et son zeste. Râpez le gingembre.
Étape 2Disposez les tranches d'ananas dans un plat. Saupoudrez de gingembre râpé, de zestes de citron et arrosez de jus du citron. Mélangez et laissez au frais 2 heures avant de servir.","{'sources': [], 'image_principale': {'url': 'https://img.cuisineaz.com/660x495/2024/02/19/i197422-carpaccio-d-ananas-au-gingembre.jpg', 'alt': ""Carpaccio d'ananas au gingembre""}, 'fichiers_telecharges': ['images_tartiflette\\i197422-carpaccio-d-ananas-au-gingembre.jpg']}"
Mousse de yaourt aux fruits rouges en bocal,N/A,Variantes,"{'Fruit(s) rouge(s)': '300 g', 'Yaourt': '4', 'Orange(s)': '1', 'Sucre': '2 c. à soupe'}",Total :10 min,Total :10 min,"Étape 1Pressez le jus de l’orange.
Étape 2Mixez les fruits rouges avec le jus, le sucre et les yaourts.
Étape 3Répartissez dans des bocaux et réservez au frais.","{'sources': [], 'image_principale': {'url': 'https://img.cuisineaz.com/660x495/2016/05/14/i75676-mousse-de-yaourt-aux-fruits-rouges-en-bocal.jpg', 'alt': 'Mousse de yaourt aux fruits rouges en bocal'}, 'fichiers_telecharges': ['images_tartiflette\\i75676-mousse-de-yaourt-aux-fruits-rouges-en-bocal.jpg']}"
Soufflé de fromage blanc au jus d'orange,N/A,Variantes,"{'Fromage blanc': '400 g', 'Orange(s)': '2', 'Sucre semoule': '2 c. à soupe', 'Blanc(s) d’œuf(s)': '2', 'Sel': ''}",Total :10 min,Total :10 min,"Étape 1Dans un grand récipient, fouettez le fromage avec le sucre semoule.
Étape 2Lavez les oranges, prélevez les zestes et pressez le jus. Ajoutez le jus d’orange à la préparation fromage-sucre et mélangez le tout.
Étape 3Montez les blancs d'œufs en neige bien ferme avec une pincée de sel. Incorporez-les au mélange fromage-sucre-jus, délicatement, à l’aide d’une spatule.
Étape 4Répartissez la préparation dans 4 ramequins beurrés. Décorez de zestes d'orange et placez au frigo pour 1 h. Servez bien frais.","{'sources': [], 'image_principale': {'url': 'https://img.cuisineaz.com/660x495/2016/09/13/i93255-souffle-de-fromage-blanc-au-jus-d-orange.jpg', 'alt': ""Soufflé de fromage blanc au jus d'orange""}, 'fichiers_telecharges': ['images_tartiflette\\i93255-souffle-de-fromage-blanc-au-jus-d-orange.jpg']}"
Tomates farcies au four,"Les tomates farcies au four sont des grosses tomates vidées puis remplies de chair à saucisse et de persil. Et enfin cuites au four. Vous pouvez les décliner à l'infini, mais la recette classique est vraiment simple et rapide à faire! Alors, allumez votre four! C'est parti!Voir plusVoir moins",Variantes,"{'Chair à saucisse(s)': '200 g', 'Tomate(s)': '4', 'Persil': '1 bouquet(s)', 'Oignon(s)': '1', 'Ail': '1 Gousse', 'Chapelure': '2 c. à soupe', 'Lait': '3 c. à soupe', ""Huile d'olive"": '1 c. à soupe', 'Sel poivre': ''}",Total :40 min,Total :40 min,"Étape 1Préchauffez votre four à 150°C mode en chaleur tournante.
Étape 2Commencez par ouvrir vos grosses tomates en coupant la partie supérieure à environ 1cm de la queue. Videz-les à l'aide d'une cuillère à thé. Réservez la pulpe dans un grand bol.
Étape 3Préparez la farce : égermez la gousse d'ail et hachez-la finement. Émincez finement l'oignon et faites le revenir dans une poêle avec l'ail et l'huile d'olive, jusqu'à ce qu'il blondisse. Placez dans le bol du mixer la pulpe de tomate, l'oignon et les feuilles du bouquet de persil. Salez et poivrez. Puis mixez finement. Mélangez la préparation obtenue avec la chair à saucisse jusqu'à obtenir une farce homogène.
Étape 4À l'aide d'une cuillère à thé, remplissez entièrement les tomates avec votre farce. La farce doit dépasser légèrement. Déposez les ""couvercles"" sur la farce pour reformer les tomates.
Étape 5Enfournez à mi-hauteur pendant 30 à 40 minutes, selon la taille des tomates. Servez vos tomates farcies au four avec un peu de riz, ou des patates cuites à la vapeur.","{'sources': [], 'image_principale': {'url': 'https://img.cuisineaz.com/660x495/2017/06/12/i128204-tomates-farcies-au-four.jpeg', 'alt': 'Tomates farcies au four'}, 'fichiers_telecharges': ['images_tartiflette\\i128204-tomates-farcies-au-four.jpeg']}"
Gratin de courgettes simple,"Envie d'un plat réconfortant et équilibré à la fois ? Cap sur un savoureux gratin de courgettes, qui concilie à merveille bienfaits nutritionnels et régal des papilles. En mettant à l’honneur une cucurbitacée peu calorique et riche en fibres, il permet d’alléger le généreux duo fromage-crème de l’appareil. Exquis avec une salade verte croquante pour se faire plaisir tout en gardant la ligne, il sait aussi ruser comme personne pour faire manger des légumes aux enfants !Voir plusVoir moins",Variantes,"{'Courgette(s)': '5', 'Œuf(s)': '1', 'Crème fraîche': '20 cl', 'Gruyère râpé': '150 g', 'Beurre': '1 noix', 'Sel': '2 pincée(s)', 'Poivre': '1 pincée(s)'}",Total :35 min,Total :35 min,"Étape 1Lavez les courgettes, essuyez-les et épluchez-les en laissant des petites bandes de peau. Coupez-les ensuite en rondelles.
Étape 2Faites bouillir de l'eau salée dans une casserole, et plongez-y les courgettes pendant 5 min. Pendant ce temps, mélangez l'œuf, la crème fraîche, 100 g de gruyère râpé, le sel et le poivre dans un saladier.
Étape 3Préchauffez le four th.6-7 (200°C). Égouttez les courgettes et disposez-les dans un plat à gratin. Recouvrez les légumes avec l’appareil, parsemez le dessus du reste de gruyère râpé, et enfournez pour 25 min.
Étape 4Servez votre gratin de courgettes sans attendre.","{'sources': [], 'image_principale': {'url': 'https://img.cuisineaz.com/660x495/2019/08/07/i149734-gratin-de-courgettes-simple.jpeg', 'alt': 'Gratin de courgettes simple'}, 'fichiers_telecharges': ['images_tartiflette\\i149734-gratin-de-courgettes-simple.jpeg']}"
Salade de choux japonaise,N/A,N/A,"{'Chou blanc': '1', 'Vinaigre de riz': '30 cl', 'Cassonade': '3 c. à soupe', 'Nuoc mâm': '2 c. à soupe', 'Huile neutre': '3 c. à soupe', 'Graine de sésame blanc': '', 'Sauce soja': '1 c. à thé', 'Sel fin': ''}",Total :45 min,Total :45 min,"Étape 1Coupez le chou finement et mettez-le dans un grand saladier contenant de l'eau froide et 1 c. à soupe de sel. Laissez baigner pendant 20 min.
Étape 2Versez dans un bol le vinaigre de riz, le sucre et une pincée de sel. Battez-les doucement avec une fourchette.
Étape 3Égouttez le chou et remettez-le dans le saladier préalablement séché, puis arrosez-le avec la marinade et mélangez avec les mains. Laissez mariner durant 4 h.
Étape 4Pressez le chou entre les mains pour en extraire le maximum de jus (à jeter).  Déposez le chou dans un autre saladier. Émulsionnez le nuoc-mam, l'huile et la sauce soja. Versez cette vinaigrette sur le chou, mélangez et parsemez de graines de sésame.","{'sources': [], 'image_principale': {'url': 'https://img.cuisineaz.com/660x495/2023/04/11/i192592-salade-de-choux-japonaise.jpg', 'alt': 'salade de choux japonaise'}, 'fichiers_telecharges': ['images_tartiflette\\i192592-salade-de-choux-japonaise.jpg']}"
Crumble aux tomates et au parmesan,Rencontrez le crumble aux tomates et au parmesan : une alliance surprenante et délicieuse. l'acidité de la tomate rencontre le croustillant du crumble pour un résultat qui vous fera tomber amoureux.Voir plusVoir moins,Variantes,"{'Tomate(s)': '6', 'Basilic': '1 bouquet(s)', 'Oignon(s)': '1', 'Ail': '1 Gousse', 'Farine': '100 g', 'Chapelure': '50 g', 'Parmesan': '100 g', 'Sucre': '1 c. à soupe', 'Beurre demi-sel': '100 g', ""Huile d'olive"": '4 c. à soupe', 'Sel poivre': ''}",Total :35 min,Total :35 min,"Étape 1Préchauffez le four th.6/7 (190°C).
Étape 2Coupez les tomates en cubes, épépinez-les puis coupez l'oignon en lamelles. Epluchez et émincez l'ail.
Étape 3Faites fondre les lamelles d'oignon dans un peu d'huile d'olive, puis ajoutez les cubes de tomate et l'ail. Saupoudrez de sucre et de sel puis laissez réduire à feu doux 10 min.
Étape 4Coupez finement les feuilles de basilic dans un bol, ajoutez 2 c. à soupe d'huile d'olive et 1 pincée de sel.
Étape 5Coupez le beurre en petits morceaux et laissez-le ramollir. Râpez le parmesan.
Étape 6Versez la farine et la chapelure dans le saladier. Ajoutez-y le beurre ramolli et le parmesan puis travaillez-le du bout des doigts de maniére à obtenir une pâte qui ressemble à du gros sable. Dans un plat allant au four, étalez les tomates. Recouvrez-les de basilic puis de la pâte.
Étape 7Enfournez pendant 10 min.","{'sources': [], 'image_principale': {'url': 'https://img.cuisineaz.com/660x495/2016/04/28/i25624-crumble-aux-tomates-et-au-parmesan.jpg', 'alt': 'crumble aux tomates et au parmesan'}, 'fichiers_telecharges': ['images_tartiflette\\i25624-crumble-aux-tomates-et-au-parmesan.jpg']}"
Velouté de carottes au cumin,N/A,Variantes,"{'Carotte(s)': '1 kg', 'Pomme(s) de terre': '1', 'Oignon(s)': '1', 'Crème liquide': '20 cl', 'Eau': '0,75 l', 'Beurre': '20 g', 'Curry': '0,5 c. à café', 'Cumin': '0,5 c. à café', 'Sel de Guérande': ''}",Total :35 min,Total :35 min,"Étape 1Emincez l'oignon.
Étape 2Faites fondre le beurre dans une cocotte minute, puis ajoutez l'oignon.
Étape 3Faites dorer.
Étape 4Ajoutez les carottes et la pomme de terre préalablement coupés en morceaux.
Étape 5Faites cuire ainsi 5 min.
Étape 6Ajoutez l'eau, ainsi que le curry et le cumin. Fermez la cocotte et faites cuire 20 min après la montée en pression.
Étape 7Il ne reste plus qu'à mixer le tout en y ajoutant la crème liquide.","{'sources': [], 'image_principale': {'url': 'https://img.cuisineaz.com/660x495/2015/02/13/i92971-veloute-de-carottes-au-cumin.jpg', 'alt': 'Velouté de carottes au cumin'}, 'fichiers_telecharges': ['images_tartiflette\\i92971-veloute-de-carottes-au-cumin.jpg']}"
